# x_m,y_m
2.377329299408023733e+00,7.898548169033039024e+00
2.314126213480208971e+00,7.912967296629340730e+00
2.250855297567679880e+00,7.927085833417075733e+00
2.187514869423503594e+00,7.940889164482033635e+00
2.124111102941348417e+00,7.954398594994162686e+00
2.060642212000095785e+00,7.967598672254561976e+00
1.997113852585477689e+00,7.980509527000063663e+00
1.933524015817644992e+00,7.993114092835126527e+00
1.869878019715952577e+00,8.005431964973080738e+00
1.806173552283239170e+00,8.017443767767087337e+00
1.742415744718173842e+00,8.029169159688867907e+00
1.678601933002917823e+00,8.040585817235669452e+00
1.614737190366671404e+00,8.051714043241421592e+00
1.550818479063488464e+00,8.062527967090565184e+00
1.486850726486439900e+00,8.073047891394086406e+00
1.422831118999787980e+00,8.083247496282915279e+00
1.358763932818715992e+00,8.093143811871181370e+00
1.294646817600158650e+00,8.102711305222353388e+00
1.230483463679339806e+00,8.111963573283009765e+00
1.166272036775444887e+00,8.120876102785457462e+00
1.102015713448157186e+00,8.129458888611534206e+00
1.037713228562734180e+00,8.137688707231999885e+00
9.733673254719259482e-01,8.145571771678612905e+00
9.089773590198040321e-01,8.153086454277678641e+00
8.445457306192012403e-01,8.160234996554686759e+00
7.800724603605441176e-01,8.166997704151990334e+00
7.155597121298103991e-01,8.173372651233210107e+00
6.510082072529421726e-01,8.179342438697780437e+00
5.864199919908537062e-01,8.184900776481573104e+00
5.217965118057581453e-01,8.190032939443163684e+00
4.571398327145491103e-01,8.194728080985674623e+00
3.924521304469502092e-01,8.198974538034569548e+00
3.277356471192679477e-01,8.202756724640684283e+00
2.629932746661357568e-01,8.206066431348652657e+00
1.982276075338760823e-01,8.208883162969057068e+00
1.334422164574464720e-01,8.211202554848304302e+00
6.864024475143289117e-02,8.212999047000973718e+00
3.825878247457694531e-03,8.214272509137527933e+00
-6.099697396258915716e-02,8.214992174347905518e+00
-1.258236038900528153e-01,8.215162536014393169e+00
-1.906490994647485615e-01,8.214747488450520052e+00
-2.554683558568139889e-01,8.213756541437810199e+00
-3.202752004975573663e-01,8.212148123910978370e+00
-3.850642929824895089e-01,8.209937163544774208e+00
-4.498279220343610052e-01,8.207076496272794230e+00
-5.145607130869982448e-01,8.203586884039127725e+00
-5.792531163600892485e-01,8.199415434464095043e+00
-6.438999695910863075e-01,8.194589180814142892e+00
-7.084895616189016421e-01,8.189049353289115984e+00
-7.730172395632248783e-01,8.182829718507033334e+00
-8.374687828734832529e-01,8.175865461800459144e+00
-9.018403658505723675e-01,8.168197285228497861e+00
-9.661149906512094265e-01,8.159755001128734975e+00
-1.030289597184947503e+00,8.150583509969560936e+00
-1.094345151361072244e+00,8.140614502463780155e+00
-1.158278552341337919e+00,8.129890172738914345e+00
-1.222069202710889924e+00,8.118347052514318207e+00
-1.285713765897283034e+00,8.106024098921883692e+00
-1.349190425209208399e+00,8.092863550126471850e+00
-1.412495360894451490e+00,8.078900549570381173e+00
-1.475605977908391653e+00,8.064083934082450611e+00
-1.538517669354316109e+00,8.048444427199017426e+00
-1.601207602700570831e+00,8.031938358743984097e+00
-1.663670021932891929e+00,8.014591416371546373e+00
-1.725882496759652662e+00,7.996368291495832281e+00
-1.787837703588394556e+00,7.977289031938240349e+00
-1.849514347268499614e+00,7.957327504231384019e+00
-1.910903066375744030e+00,7.936497546722278251e+00
-1.971984516618347616e+00,7.914782930721110610e+00
-2.032746784388640204e+00,7.892190770848452885e+00
-2.093173360151253881e+00,7.868715362864252327e+00
-2.153249229821567301e+00,7.844356656956018803e+00
-2.212961652645293764e+00,7.819119961686054943e+00
-2.272291943558789384e+00,7.792997709311738852e+00
-2.331232094569389179e+00,7.766006563512952710e+00
-2.389759169073530920e+00,7.738131180262926456e+00
-2.447870865111024141e+00,7.709399767887013866e+00
-2.505539415168019257e+00,7.679789044309727863e+00
-2.562769186504355368e+00,7.649338801163991342e+00
-2.619527011552478246e+00,7.618017747949495266e+00
-2.675824863553346589e+00,7.585877157935601467e+00
-2.731623621670137059e+00,7.552877741854650218e+00
-2.786943763603478175e+00,7.519082030887060952e+00
-2.841739679584192935e+00,7.484442810319698935e+00
-2.896038861818107879e+00,7.449030011800187090e+00
-2.949795722032623857e+00,7.412799220673013778e+00
-3.003036866008113037e+00,7.375814814390031948e+00
-3.055723592636335972e+00,7.338044721967062145e+00
-3.107876911916881646e+00,7.299541519138507795e+00
-3.159467502280395745e+00,7.260287427317870801e+00
-3.210509737506095806e+00,7.220322984680212386e+00
-3.260984937343024193e+00,7.179644617492981773e+00
-3.310899752750187552e+00,7.138280619047401743e+00
-3.360247415144323124e+00,7.096241504651760401e+00
-3.409025722269346748e+00,7.053543139901981007e+00
-3.457241093159791667e+00,7.010209994599653882e+00
-3.504881308349910185e+00,6.966245352150032488e+00
-3.551967244686000225e+00,6.921687483755444958e+00
-3.598475489631800972e+00,6.876526977417072750e+00
-3.644442027993975319e+00,6.830815137338391629e+00
-3.689832874533739648e+00,6.784531565924277530e+00
-3.734690722947338060e+00,6.737731268343461366e+00
-3.778993930422978043e+00,6.690405516708813671e+00
-3.822768954543270592e+00,6.642590830302866678e+00
-3.866015149480551472e+00,6.594297227270879524e+00
-3.908741353135445795e+00,6.545543002755564110e+00
-3.950969170108303175e+00,6.496356388942342797e+00
-3.992688779028414903e+00,6.446737980402288848e+00
-4.033938406747431316e+00,6.396728158695390576e+00
-4.074708409430438216e+00,6.346326510248117003e+00
-4.115029235614805714e+00,6.295564833366950275e+00
-4.154913804980306935e+00,6.244459596506974464e+00
-4.194368954429314122e+00,6.193022104104105807e+00
-4.233428696724487850e+00,6.141283688954222164e+00
-4.272096057651370238e+00,6.089251326000867159e+00
-4.310399671482436190e+00,6.036950619028255360e+00
-4.348364789782273476e+00,5.984403631976342730e+00
-4.385997545920654161e+00,5.931618082614851239e+00
-4.423335621342443069e+00,5.878623685142568611e+00
-4.460402048190090341e+00,5.825438892241030509e+00
-4.497210656218988412e+00,5.772075323573066186e+00
-4.533798696077087520e+00,5.718560282852569010e+00
-4.570191948034312723e+00,5.664912564134914952e+00
-4.606413523149727851e+00,5.611148769057434649e+00
-4.642495934884242281e+00,5.557291472494098272e+00
-4.678470019347839681e+00,5.503361749544301240e+00
-4.714365722017637594e+00,5.449379816169485302e+00
-4.750213644132612600e+00,5.395366137573122778e+00
-4.786047958197238827e+00,5.341343429087455519e+00
-4.821901246040174449e+00,5.287333312858460310e+00
-4.857806649513247699e+00,5.233357832986447633e+00
-4.893798224469997571e+00,5.179439780487818723e+00
-4.929912777513870914e+00,5.125604031791866966e+00
-4.966182672007873222e+00,5.071872833779766943e+00
-5.002641976567841375e+00,5.018270000411782839e+00
-5.039324523421839785e+00,4.964819714768101022e+00
-5.076263653577662183e+00,4.911546449863904762e+00
-5.113491941456921097e+00,4.858474867134609632e+00
-5.151040902725831927e+00,4.805629690922565089e+00
-5.188943049262669582e+00,4.753037271175565515e+00
-5.227226228525544194e+00,4.700721598322174621e+00
-5.265915260125742847e+00,4.648705394333169316e+00
-5.305034297032767299e+00,4.597011845991887391e+00
-5.344604953768780753e+00,4.545663226310033167e+00
-5.384646049124584444e+00,4.494680637683678981e+00
-5.425173382482607387e+00,4.444083745589810341e+00
-5.466199551662630718e+00,4.393890509829827984e+00
-5.507733819142784704e+00,4.344116921298952327e+00
-5.549782032003027332e+00,4.294776752892631499e+00
-5.592346599058481971e+00,4.245881333364574850e+00
-5.635426526502162581e+00,4.197439352666553880e+00
-5.679017511098056303e+00,4.149456706505751491e+00
-5.723112087710564566e+00,4.101936386575928850e+00
-5.767702523387214342e+00,4.054881004882682660e+00
-5.812776530542610232e+00,4.008288636370010316e+00
-5.858315297009473177e+00,3.962150439929245760e+00
-5.904300957854892395e+00,3.916457651991553046e+00
-5.950713774610855822e+00,3.871198794962607437e+00
-5.997532453980199740e+00,3.826359866786572805e+00
-6.044734464631824622e+00,3.781924568134197528e+00
-6.092303821845339584e+00,3.737882706446365333e+00
-6.140210509508898795e+00,3.694208028679049960e+00
-6.188427851289504567e+00,3.650876541506728579e+00
-6.236930988806194343e+00,3.607865136508344950e+00
-6.285702628888198085e+00,3.565158394280482756e+00
-6.334711868712195937e+00,3.522724525922658056e+00
-6.383931972086462459e+00,3.480535390453345368e+00
-6.433344978304871731e+00,3.438572320233395097e+00
-6.482923025117432125e+00,3.396804361028650909e+00
-6.532640927814262533e+00,3.355202948514286465e+00
-6.582481786585551831e+00,3.313748909562616252e+00
-6.632416501517102603e+00,3.272407966860074513e+00
-6.682427762670682725e+00,3.231159646344354819e+00
-6.732491248327118427e+00,3.189974721538642033e+00
-6.782587775943685671e+00,3.148829990271112766e+00
-6.832696132722372973e+00,3.107699664745662727e+00
-6.882796544898371671e+00,3.066559663294207372e+00
-6.932870615761081545e+00,3.025387606790911565e+00
-6.982896724758883344e+00,2.984157292940515127e+00
-7.032859791685354800e+00,2.942850613726516684e+00
-7.082738563035150925e+00,2.901442194630733606e+00
-7.132516343583739982e+00,2.859912438469238705e+00
-7.182178647068397481e+00,2.818244666992121061e+00
-7.231700208918450556e+00,2.776409737880991990e+00
-7.281071081763784036e+00,2.734397103013552766e+00
-7.330275645335093238e+00,2.692189814923540148e+00
-7.379287579401685448e+00,2.649759011028200106e+00
-7.428098132182668678e+00,2.607096732232959901e+00
-7.476692530582399243e+00,2.564188417112656104e+00
-7.525049680544953823e+00,2.521012908790301932e+00
-7.573149681465634053e+00,2.477551131958822150e+00
-7.620984033910323419e+00,2.433797191554945449e+00
-7.668536567018574779e+00,2.389737133609355357e+00
-7.715786606424511085e+00,2.345352830802557076e+00
-7.762711581328892940e+00,2.300625026237695270e+00
-7.809304702470298842e+00,2.255551694183218991e+00
-7.855549395731093121e+00,2.210120974485723977e+00
-7.901428935847490287e+00,2.164321505735320450e+00
-7.946919149412660310e+00,2.118135310594484011e+00
-7.992001122155548920e+00,2.071550598709364088e+00
-8.036665829790720750e+00,2.024565747642783631e+00
-8.080895790488527908e+00,1.977171453304021442e+00
-8.124673296430511726e+00,1.929358916031549409e+00
-8.167980402006433494e+00,1.881119845313823813e+00
-8.210787233080372616e+00,1.832436290754338559e+00
-8.253080669160858918e+00,1.783306151411788720e+00
-8.294847430080238837e+00,1.733727590132420948e+00
-8.336068494004242879e+00,1.683694456320118826e+00
-8.376724554385157617e+00,1.633201148636843403e+00
-8.416796015130477926e+00,1.582242627453792849e+00
-8.456262987273341025e+00,1.530814428631320778e+00
-8.495086139913103906e+00,1.478898515983297690e+00
-8.533262315683110444e+00,1.426505156506985950e+00
-8.570771441141538105e+00,1.373632302443459574e+00
-8.607592408704165976e+00,1.320277988200498909e+00
-8.643703826617763042e+00,1.266440914137724860e+00
-8.679084027788464439e+00,1.212120468178466304e+00
-8.713711081109508427e+00,1.157316748399521256e+00
-8.747543712125313675e+00,1.102019070358889907e+00
-8.780571958280454226e+00,1.046237358830594655e+00
-8.812778344034875033e+00,9.899772726602639183e-01
-8.844139996733169085e+00,9.332420462472394984e-01
-8.874633881032469418e+00,8.760357517569860031e-01
-8.904236828960703676e+00,8.183633245131544109e-01
-8.932925573443153411e+00,7.602305880141505545e-01
-8.960650420596536492e+00,7.016320313444897039e-01
-8.987407582925467153e+00,6.425855188178906108e-01
-9.013178689638863261e+00,5.831021788878264500e-01
-9.037940455025861297e+00,5.231917122709233148e-01
-9.061669723487604244e+00,4.628648219828344623e-01
-9.084343525487064142e+00,4.021332291640217771e-01
-9.105919048950024575e+00,3.410027827633868025e-01
-9.126373114591849856e+00,2.794881512304451809e-01
-9.145702552305120747e+00,2.176111242266719203e-01
-9.163885784903367693e+00,1.553877105905456246e-01
-9.180901760269559730e+00,9.283496818724047694e-02
-9.196730024724271146e+00,2.997099604152351007e-02
-9.211312800144902724e+00,-3.319352198344119320e-02
-9.224657649559272699e+00,-9.663090011012044622e-02
-9.236755999117933769e+00,-1.603175915985038391e-01
-9.247590645059556635e+00,-2.242313973353776413e-01
-9.257145375450472002e+00,-2.883492030152389196e-01
-9.265375192283068273e+00,-3.526505650662015157e-01
-9.272270579796183299e+00,-4.171085309887562209e-01
-9.277842803153408369e+00,-4.816941340523781534e-01
-9.282080496150838300e+00,-5.463810015430963229e-01
-9.284973637060243590e+00,-6.111421328229975636e-01
-9.286477417077167118e+00,-6.759504771648077170e-01
-9.286597976572709356e+00,-7.407759869984579248e-01
-9.285351961626105322e+00,-8.055894549705122643e-01
-9.282735425783402050e+00,-8.703621127381868661e-01
-9.278745983860643420e+00,-9.350649884634678610e-01
-9.273331357103124617e+00,-9.996642327776577019e-01
-9.266535354218452980e+00,-1.064132542660330305e+00
-9.258369156673097677e+00,-1.128441541261617997e+00
-9.248836951715434296e+00,-1.192562411608666606e+00
-9.237936190574624007e+00,-1.256465108056219693e+00
-9.225632318087473749e+00,-1.320112523837879248e+00
-9.211985336551475001e+00,-1.383485268455179940e+00
-9.197005742901637859e+00,-1.446556271099964208e+00
-9.180705456787249474e+00,-1.509299101841771851e+00
-9.163078597730567765e+00,-1.571682425635631652e+00
-9.144124196274688643e+00,-1.633675238609398228e+00
-9.123894527090040896e+00,-1.695263490102965953e+00
-9.102406739615043207e+00,-1.756424155092171535e+00
-9.079679068914932927e+00,-1.817135181974125491e+00
-9.055713627148877620e+00,-1.877368531353671210e+00
-9.030517496883577522e+00,-1.937097486521490053e+00
-9.004144016769030756e+00,-1.996315804164945806e+00
-8.976615036199824260e+00,-2.055005861451142835e+00
-8.947953073029951909e+00,-2.113151171845916831e+00
-8.918181109045704602e+00,-2.170736332364288312e+00
-8.887282856708305090e+00,-2.227725124898115361e+00
-8.855324571077906270e+00,-2.284126062462324303e+00
-8.822330645855464226e+00,-2.339927399972444366e+00
-8.788325741363173904e+00,-2.395118531323669142e+00
-8.753334714635871094e+00,-2.449689975770378947e+00
-8.717378005180364653e+00,-2.503630270844447114e+00
-8.680458358838725630e+00,-2.556916118003793592e+00
-8.642629702720070028e+00,-2.609560347973362227e+00
-8.603917002980480788e+00,-2.661557865545981727e+00
-8.564345120650054710e+00,-2.712904577785758331e+00
-8.523938765120483652e+00,-2.763597364227527109e+00
-8.482722451610396064e+00,-2.813634045916729942e+00
-8.440705282761731709e+00,-2.863000246254364445e+00
-8.397918775798943969e+00,-2.911701081871616470e+00
-8.354395908707465068e+00,-2.959744875111598894e+00
-8.310160003987343558e+00,-3.007132936382008292e+00
-8.265234033782169476e+00,-3.053867351763920546e+00
-8.219640599979687323e+00,-3.099950952239473256e+00
-8.173401917435057840e+00,-3.145387283796507560e+00
-8.126530153060961936e+00,-3.190170352213688609e+00
-8.079048721281955281e+00,-3.234306451552722894e+00
-8.030987396648544774e+00,-3.277810273256525964e+00
-7.982366675780332876e+00,-3.320687966803318680e+00
-7.933206627328469374e+00,-3.362946263809093672e+00
-7.883526890495867079e+00,-3.404592456809025336e+00
-7.833346675420995275e+00,-3.445634379681652426e+00
-7.782679750255114826e+00,-3.486074033602782674e+00
-7.731540555279446281e+00,-3.525914780191137243e+00
-7.679956833183537945e+00,-3.565178193078291091e+00
-7.627946076478461457e+00,-3.603874130540964060e+00
-7.575525376516726084e+00,-3.642012921243222401e+00
-7.522711432156678590e+00,-3.679605355127500310e+00
-7.469520559373948210e+00,-3.716662675872129729e+00
-7.415958922443105727e+00,-3.753182103100138445e+00
-7.362050017432681948e+00,-3.789186879289628163e+00
-7.307811685270612756e+00,-3.824693432039633745e+00
-7.253258808172896366e+00,-3.859714820319633422e+00
-7.198405948171130220e+00,-3.894264544955065244e+00
-7.143264820030198692e+00,-3.928352402318248782e+00
-7.087843735649604682e+00,-3.961983200635962099e+00
-7.032165340559919819e+00,-3.995186228798716321e+00
-6.976243059756498610e+00,-4.027976847877450695e+00
-6.920090075133570551e+00,-4.060370878929660421e+00
-6.863713637151441560e+00,-4.092374490968669676e+00
-6.807128726185164069e+00,-4.124008049844388069e+00
-6.750352223965557563e+00,-4.155296439650882689e+00
-6.693396522700726159e+00,-4.186257478693030443e+00
-6.636268282733659873e+00,-4.216899021275789750e+00
-6.578983102347544687e+00,-4.247246156828933472e+00
-6.521556047108480136e+00,-4.277323974353442360e+00
-6.463996968679302846e+00,-4.307148399661411275e+00
-6.406315418266890660e+00,-4.336735287125020655e+00
-6.348528689831846705e+00,-4.366116231997989594e+00
-6.290646742180127760e+00,-4.395309165333737056e+00
-6.232680488625657489e+00,-4.424334356688352621e+00
-6.174645770331009587e+00,-4.453222425549216545e+00
-6.116552152729079594e+00,-4.481991877921445599e+00
-6.058414254234372187e+00,-4.510671750822090154e+00
-6.000244795294649158e+00,-4.539287564812750198e+00
-5.942056652702947694e+00,-4.567865372634160259e+00
-5.883863805389959012e+00,-4.596433600075794601e+00
-5.825680299152340424e+00,-4.625020844878157789e+00
-5.767519718218956370e+00,-4.653654696493807919e+00
-5.709398076602163030e+00,-4.682367496251739425e+00
-5.651329002202745144e+00,-4.711186444126695072e+00
-5.593329125627214182e+00,-4.740144391050736594e+00
-5.535414660511424501e+00,-4.769272750845116704e+00
-5.477599308528407818e+00,-4.798597332796450843e+00
-5.419906509674348172e+00,-4.828162265226352723e+00
-5.362347759500413424e+00,-4.857987269876604230e+00
-5.304940966256184609e+00,-4.888103722519736571e+00
-5.247711646962935461e+00,-4.918556032375573928e+00
-5.190671970469684204e+00,-4.949362000344130763e+00
-5.133841032963227136e+00,-4.980551339913302122e+00
-5.077239975017613816e+00,-5.012155948944926109e+00
-5.020892272332823758e+00,-5.044210019217159946e+00
-4.964812048565351077e+00,-5.076729678994449380e+00
-4.909018519670995673e+00,-5.109738733731594706e+00
-4.853530475006726519e+00,-5.143258745833700907e+00
-4.798366029481937467e+00,-5.177308704172794762e+00
-4.743543897843008672e+00,-5.211907132397280762e+00
-4.689081768214935053e+00,-5.247069477093613266e+00
-4.634990500456011020e+00,-5.282799616670383003e+00
-4.581282747269785460e+00,-5.319103628504812775e+00
-4.527969144040200788e+00,-5.355983992725366960e+00
-4.475058065701572829e+00,-5.393439543476709730e+00
-4.422555413341533459e+00,-5.431465483902932156e+00
-4.370464438399292995e+00,-5.470053463684777739e+00
-4.318785611008998160e+00,-5.509191715498656272e+00
-4.267516537317924907e+00,-5.548865244539181951e+00
-4.216651928602421329e+00,-5.589056063409143071e+00
-4.166183622857858815e+00,-5.629743463339766052e+00
-4.116100657406752461e+00,-5.670904311919729324e+00
-4.066389389097914808e+00,-5.712513367294347333e+00
-4.017033656984247969e+00,-5.754543599107707408e+00
-3.968017373469691744e+00,-5.796969249352445175e+00
-3.919318047045927678e+00,-5.839758367673555384e+00
-3.870912613160807147e+00,-5.882879689954124025e+00
-3.822776960953070180e+00,-5.926301982147625047e+00
-3.774885647924321574e+00,-5.969993641105800108e+00
-3.727212169531727959e+00,-6.013922914847120715e+00
-3.679729222332623007e+00,-6.058058094530420767e+00
-3.632408955520933347e+00,-6.102367678150871555e+00
-3.585224196786970019e+00,-6.146821554881681138e+00
-3.538146158774590155e+00,-6.191388446917817312e+00
-3.491144914358366602e+00,-6.236036327740692720e+00
-3.444192406264855233e+00,-6.280735464340659213e+00
-3.397261017139531880e+00,-6.325456776963480188e+00
-3.350323149183648930e+00,-6.370171288921574693e+00
-3.303350977991501125e+00,-6.414849760063875195e+00
-3.256318868341899542e+00,-6.459465122534987280e+00
-3.209201970819244742e+00,-6.503990925774268739e+00
-3.161972826467275066e+00,-6.548397639783192226e+00
-3.114608192073134330e+00,-6.592659788811092270e+00
-3.067087480901604213e+00,-6.636754309978894817e+00
-3.019386393574016392e+00,-6.680653631695414596e+00
-2.971480685952066381e+00,-6.724329536215144287e+00
-2.923356498475877085e+00,-6.767764561052620920e+00
-2.874990738071740104e+00,-6.810930424823793849e+00
-2.826362061804069015e+00,-6.853799837246857152e+00
-2.777461908883966935e+00,-6.896359296071785216e+00
-2.728264270132749747e+00,-6.938574509544698898e+00
-2.678758763335299609e+00,-6.980428193395440850e+00
-2.628936699285197687e+00,-7.021904568960980697e+00
-2.578768383765630112e+00,-7.062961414353755352e+00
-2.528260323555178601e+00,-7.103599507970648652e+00
-2.477388549533939610e+00,-7.143781369441469131e+00
-2.426147910699411270e+00,-7.183491681236672477e+00
